@id @lat @lon
id59897 -48.6 -37.7
id59898 -27.1 8.4
id59899 6.6 -6.9
id59900 -2.3 38.3
id59901 6.8 -6.9
id59902 -2.5 38.3
id59903 0.1 -0.1
id59904 -2.1 38.1
id59905 -48.6 -37.7
id59906 -27.1 8.4
id59907 6.6 -6.9
id59908 -2.3 38.3
id59909 6.8 -6.9
id59910 -2.5 38.3
id59911 0.1 -0.1
id59912 -2.1 38.1
id59913 -48.6 -37.7
id59914 -27.1 8.4
id59915 6.6 -6.9
id59916 -2.3 38.3
id59917 6.8 -6.9
id59918 -2.5 38.3
id59919 0.1 -0.1
id59920 -2.1 38.1
id59921 -48.6 -37.7
id59922 -27.1 8.4
id59923 6.6 -6.9
id59924 -2.3 38.3
id59925 6.8 -6.9
id59926 -2.5 38.3
id59927 0.1 -0.1
id59928 -2.1 38.1
id59929 -48.6 -37.7
id59930 -27.1 8.4
id59931 6.6 -6.9
id59932 -2.3 38.3
id59933 6.8 -6.9
id59934 -2.5 38.3
id59935 0.1 -0.1
id59936 -2.1 38.1
id59937 -48.6 -37.7
id59938 -27.1 8.4
id59939 6.6 -6.9
id59940 -2.3 38.3
id59941 6.8 -6.9
id59942 -2.5 38.3
id59943 0.1 -0.1
id59944 -2.1 38.1
id59945 -48.6 -37.7
id59946 -27.1 8.4
id59947 6.6 -6.9
id59948 -2.3 38.3
id59949 6.8 -6.9
id59950 -2.5 38.3
id59951 0.1 -0.1
id59952 -2.1 38.1
id59953 -48.6 -37.7
id59954 -27.1 8.4
id59955 6.6 -6.9
id59956 -2.3 38.3
id59957 6.8 -6.9
id59958 -2.5 38.3
id59959 0.1 -0.1
id59960 -2.1 38.1
id59961 -48.6 -37.7
id59962 -27.1 8.4
id59963 6.6 -6.9
id59964 -2.3 38.3
id59965 6.8 -6.9
id59966 -2.5 38.3
id59967 0.1 -0.1
id59968 -2.1 38.1
id59969 -48.6 -37.7
id59970 -27.1 8.4
id59971 6.6 -6.9
id59972 -2.3 38.3
id59973 6.8 -6.9
id59974 -2.5 38.3
id59975 0.1 -0.1
id59976 -2.1 38.1
id59977 -48.6 -37.7
id59978 -27.1 8.4
id59979 6.6 -6.9
id59980 -2.3 38.3
id59981 6.8 -6.9
id59982 -2.5 38.3
id59983 0.1 -0.1
id59984 -2.1 38.1
id59985 -48.6 -37.7
id59986 -27.1 8.4
id59987 6.6 -6.9
id59988 -2.3 38.3
id59989 6.8 -6.9
id59990 -2.5 38.3
id59991 0.1 -0.1
id59992 -2.1 38.1
id59993 -48.6 -37.7
id59994 -27.1 8.4
id59995 6.6 -6.9
id59996 -2.3 38.3
id59997 6.8 -6.9
id59998 -2.5 38.3
id59999 0.1 -0.1
id60000 -2.1 38.1
id60001 -48.6 -37.7
id60002 -27.1 8.4
id60003 6.6 -6.9
id60004 -2.3 38.3
id60005 6.8 -6.9
id60006 -2.5 38.3
id60007 0.1 -0.1
id60008 -2.1 38.1
id60009 -48.6 -37.7
id60010 -27.1 8.4
id60011 6.6 -6.9
id60012 -2.3 38.3
id60013 6.8 -6.9
id60014 -2.5 38.3
id60015 0.1 -0.1
id60016 -2.1 38.1
id60017 -48.6 -37.7
id60018 -27.1 8.4
id60019 6.6 -6.9
id60020 -2.3 38.3
id60021 6.8 -6.9
id60022 -2.5 38.3
id60023 0.1 -0.1
id60024 -2.1 38.1
id60025 -48.6 -37.7
id60026 -27.1 8.4
id60027 6.6 -6.9
id60028 -2.3 38.3
id60029 6.8 -6.9
id60030 -2.5 38.3
id60031 0.1 -0.1
id60032 -2.1 38.1
id60033 -48.6 -37.7
id60034 -27.1 8.4
id60035 6.6 -6.9
id60036 -2.3 38.3
id60037 6.8 -6.9
id60038 -2.5 38.3
id60039 0.1 -0.1
id60040 -2.1 38.1
id60041 -48.6 -37.7
id60042 -27.1 8.4
id60043 6.6 -6.9
id60044 -2.3 38.3
id60045 6.8 -6.9
id60046 -2.5 38.3
id60047 0.1 -0.1
id60048 -2.1 38.1
id60049 -48.6 -37.7
id60050 -27.1 8.4
id60051 6.6 -6.9
id60052 -2.3 38.3
id60053 6.8 -6.9
id60054 -2.5 38.3
id60055 0.1 -0.1
id60056 -2.1 38.1
id60057 -48.6 -37.7
id60058 -27.1 8.4
id60059 6.6 -6.9
id60060 -2.3 38.3
id60061 6.8 -6.9
id60062 -2.5 38.3
id60063 0.1 -0.1
id60064 -2.1 38.1
id60065 -48.6 -37.7
id60066 -27.1 8.4
id60067 6.6 -6.9
id60068 -2.3 38.3
id60069 6.8 -6.9
id60070 -2.5 38.3
id60071 0.1 -0.1
id60072 -2.1 38.1
id60073 -48.6 -37.7
id60074 -27.1 8.4
id60075 6.6 -6.9
id60076 -2.3 38.3
id60077 6.8 -6.9
id60078 -2.5 38.3
id60079 0.1 -0.1
id60080 -2.1 38.1
id60081 -48.6 -37.7
id60082 -27.1 8.4
id60083 6.6 -6.9
id60084 -2.3 38.3
id60085 6.8 -6.9
id60086 -2.5 38.3
id60087 0.1 -0.1
id60088 -2.1 38.1
id60089 -48.6 -37.7
id60090 -27.1 8.4
id60091 6.6 -6.9
id60092 -2.3 38.3
id60093 6.8 -6.9
id60094 -2.5 38.3
id60095 0.1 -0.1
id60096 -2.1 38.1
id60097 -48.6 -37.7
id60098 -27.1 8.4
id60099 6.6 -6.9
id60100 -2.3 38.3
id60101 6.8 -6.9
id60102 -2.5 38.3
id60103 0.1 -0.1
id60104 -2.1 38.1
id60105 -48.6 -37.7
id60106 -27.1 8.4
id60107 6.6 -6.9
id60108 -2.3 38.3
id60109 6.8 -6.9
id60110 -2.5 38.3
id60111 0.1 -0.1
id60112 -2.1 38.1
id60113 -48.6 -37.7
id60114 -27.1 8.4
id60115 6.6 -6.9
id60116 -2.3 38.3
id60117 6.8 -6.9
id60118 -2.5 38.3
id60119 0.1 -0.1
id60120 -2.1 38.1
id60121 -48.6 -37.7
id60122 -27.1 8.4
id60123 6.6 -6.9
id60124 -2.3 38.3
id60125 6.8 -6.9
id60126 -2.5 38.3
id60127 0.1 -0.1
id60128 -2.1 38.1
id60129 -48.6 -37.7
id60130 -27.1 8.4
id60131 6.6 -6.9
id60132 -2.3 38.3
id60133 6.8 -6.9
id60134 -2.5 38.3
id60135 0.1 -0.1
id60136 -2.1 38.1
id60137 -48.6 -37.7
id60138 -27.1 8.4
id60139 6.6 -6.9
id60140 -2.3 38.3
id60141 6.8 -6.9
id60142 -2.5 38.3
id60143 0.1 -0.1
id60144 -2.1 38.1
id60145 -48.6 -37.7
id60146 -27.1 8.4
id60147 6.6 -6.9
id60148 -2.3 38.3
id60149 6.8 -6.9
id60150 -2.5 38.3
id60151 0.1 -0.1
id60152 -2.1 38.1
id60153 -48.6 -37.7
id60154 -27.1 8.4
id60155 6.6 -6.9
id60156 -2.3 38.3
id60157 6.8 -6.9
id60158 -2.5 38.3
id60159 0.1 -0.1
id60160 -2.1 38.1
id60161 -48.6 -37.7
id60162 -27.1 8.4
id60163 6.6 -6.9
id60164 -2.3 38.3
id60165 6.8 -6.9
id60166 -2.5 38.3
id60167 0.1 -0.1
id60168 -2.1 38.1
id60169 -48.6 -37.7
id60170 -27.1 8.4
id60171 6.6 -6.9
id60172 -2.3 38.3
id60173 6.8 -6.9
id60174 -2.5 38.3
id60175 0.1 -0.1
id60176 -2.1 38.1
id60177 -48.6 -37.7
id60178 -27.1 8.4
id60179 6.6 -6.9
id60180 -2.3 38.3
id60181 6.8 -6.9
id60182 -2.5 38.3
id60183 0.1 -0.1
id60184 -2.1 38.1
id60185 -48.6 -37.7
id60186 -27.1 8.4
id60187 6.6 -6.9
id60188 -2.3 38.3
id60189 6.8 -6.9
id60190 -2.5 38.3
id60191 0.1 -0.1
id60192 -2.1 38.1
id60193 -48.6 -37.7
id60194 -27.1 8.4
id60195 6.6 -6.9
id60196 -2.3 38.3
id60197 6.8 -6.9
id60198 -2.5 38.3
id60199 0.1 -0.1
id60200 -2.1 38.1
id60201 -48.6 -37.7
id60202 -27.1 8.4
id60203 6.6 -6.9
id60204 -2.3 38.3
id60205 6.8 -6.9
id60206 -2.5 38.3
id60207 0.1 -0.1
id60208 -2.1 38.1
id60209 -48.6 -37.7
id60210 -27.1 8.4
id60211 6.6 -6.9
id60212 -2.3 38.3
id60213 6.8 -6.9
id60214 -2.5 38.3
id60215 0.1 -0.1
id60216 -2.1 38.1
id60217 -48.6 -37.7
id60218 -27.1 8.4
id60219 6.6 -6.9
id60220 -2.3 38.3
id60221 6.8 -6.9
id60222 -2.5 38.3
id60223 0.1 -0.1
id60224 -2.1 38.1
id60225 -48.6 -37.7
id60226 -27.1 8.4
id60227 6.6 -6.9
id60228 -2.3 38.3
id60229 6.8 -6.9
id60230 -2.5 38.3
id60231 0.1 -0.1
id60232 -2.1 38.1
id60233 -48.6 -37.7
id60234 -27.1 8.4
id60235 6.6 -6.9
id60236 -2.3 38.3
id60237 6.8 -6.9
id60238 -2.5 38.3
id60239 0.1 -0.1
id60240 -2.1 38.1
id60241 -48.6 -37.7
id60242 -27.1 8.4
id60243 6.6 -6.9
id60244 -2.3 38.3
id60245 6.8 -6.9
id60246 -2.5 38.3
id60247 0.1 -0.1
id60248 -2.1 38.1
id60249 -48.6 -37.7
id60250 -27.1 8.4
id60251 6.6 -6.9
id60252 -2.3 38.3
id60253 6.8 -6.9
id60254 -2.5 38.3
id60255 0.1 -0.1
id60256 -2.1 38.1
id60257 -48.6 -37.7
id60258 -27.1 8.4
id60259 6.6 -6.9
id60260 -2.3 38.3
id60261 6.8 -6.9
id60262 -2.5 38.3
id60263 0.1 -0.1
id60264 -2.1 38.1
id60265 -48.6 -37.7
id60266 -27.1 8.4
id60267 6.6 -6.9
id60268 -2.3 38.3
id60269 6.8 -6.9
id60270 -2.5 38.3
id60271 0.1 -0.1
id60272 -2.1 38.1
id60273 -48.6 -37.7
id60274 -27.1 8.4
id60275 6.6 -6.9
id60276 -2.3 38.3
id60277 6.8 -6.9
id60278 -2.5 38.3
id60279 0.1 -0.1
id60280 -2.1 38.1
id60281 -48.6 -37.7
id60282 -27.1 8.4
id60283 6.6 -6.9
id60284 -2.3 38.3
id60285 6.8 -6.9
id60286 -2.5 38.3
id60287 0.1 -0.1
id60288 -2.1 38.1
id60289 -48.6 -37.7
id60290 -27.1 8.4
id60291 6.6 -6.9
id60292 -2.3 38.3
id60293 6.8 -6.9
id60294 -2.5 38.3
id60295 0.1 -0.1
id60296 -2.1 38.1
id60297 -48.6 -37.7
id60298 -27.1 8.4
id60299 6.6 -6.9
id60300 -2.3 38.3
id60301 6.8 -6.9
id60302 -2.5 38.3
id60303 0.1 -0.1
id60304 -2.1 38.1
id60305 -48.6 -37.7
id60306 -27.1 8.4
id60307 6.6 -6.9
id60308 -2.3 38.3
id60309 6.8 -6.9
id60310 -2.5 38.3
id60311 0.1 -0.1
id60312 -2.1 38.1
id60313 -48.6 -37.7
id60314 -27.1 8.4
id60315 6.6 -6.9
id60316 -2.3 38.3
id60317 6.8 -6.9
id60318 -2.5 38.3
id60319 0.1 -0.1
id60320 -2.1 38.1
id60321 -48.6 -37.7
id60322 -27.1 8.4
id60323 6.6 -6.9
id60324 -2.3 38.3
id60325 6.8 -6.9
id60326 -2.5 38.3
id60327 0.1 -0.1
id60328 -2.1 38.1
id60329 -48.6 -37.7
id60330 -27.1 8.4
id60331 6.6 -6.9
id60332 -2.3 38.3
id60333 6.8 -6.9
id60334 -2.5 38.3
id60335 0.1 -0.1
id60336 -2.1 38.1
id60337 -48.6 -37.7
id60338 -27.1 8.4
id60339 6.6 -6.9
id60340 -2.3 38.3
id60341 6.8 -6.9
id60342 -2.5 38.3
id60343 0.1 -0.1
id60344 -2.1 38.1
id60345 -48.6 -37.7
id60346 -27.1 8.4
id60347 6.6 -6.9
id60348 -2.3 38.3
id60349 6.8 -6.9
id60350 -2.5 38.3
id60351 0.1 -0.1
id60352 -2.1 38.1
id60353 -48.6 -37.7
id60354 -27.1 8.4
id60355 6.6 -6.9
id60356 -2.3 38.3
id60357 6.8 -6.9
id60358 -2.5 38.3
id60359 0.1 -0.1
id60360 -2.1 38.1
id60361 -48.6 -37.7
id60362 -27.1 8.4
id60363 6.6 -6.9
id60364 -2.3 38.3
id60365 6.8 -6.9
id60366 -2.5 38.3
id60367 0.1 -0.1
id60368 -2.1 38.1
id60369 -48.6 -37.7
id60370 -27.1 8.4
id60371 6.6 -6.9
id60372 -2.3 38.3
id60373 6.8 -6.9
id60374 -2.5 38.3
id60375 0.1 -0.1
id60376 -2.1 38.1
id60377 -48.6 -37.7
id60378 -27.1 8.4
id60379 6.6 -6.9
id60380 -2.3 38.3
id60381 6.8 -6.9
id60382 -2.5 38.3
id60383 0.1 -0.1
id60384 -2.1 38.1
id60385 -48.6 -37.7
id60386 -27.1 8.4
id60387 6.6 -6.9
id60388 -2.3 38.3
id60389 6.8 -6.9
id60390 -2.5 38.3
id60391 0.1 -0.1
id60392 -2.1 38.1
id60393 -48.6 -37.7
id60394 -27.1 8.4
id60395 6.6 -6.9
id60396 -2.3 38.3
id60397 6.8 -6.9
id60398 -2.5 38.3
id60399 0.1 -0.1
id60400 -2.1 38.1
id60401 -48.6 -37.7
id60402 -27.1 8.4
id60403 6.6 -6.9
id60404 -2.3 38.3
id60405 6.8 -6.9
id60406 -2.5 38.3
id60407 0.1 -0.1
id60408 -2.1 38.1
id60409 -48.6 -37.7
id60410 -27.1 8.4
id60411 6.6 -6.9
id60412 -2.3 38.3
id60413 6.8 -6.9
id60414 -2.5 38.3
id60415 0.1 -0.1
id60416 -2.1 38.1
id60417 -48.6 -37.7
id60418 -27.1 8.4
id60419 6.6 -6.9
id60420 -2.3 38.3
id60421 6.8 -6.9
id60422 -2.5 38.3
id60423 0.1 -0.1
id60424 -2.1 38.1
id60425 -48.6 -37.7
id60426 -27.1 8.4
id60427 6.6 -6.9
id60428 -2.3 38.3
id60429 6.8 -6.9
id60430 -2.5 38.3
id60431 0.1 -0.1
id60432 -2.1 38.1
id60433 -48.6 -37.7
id60434 -27.1 8.4
id60435 6.6 -6.9
id60436 -2.3 38.3
id60437 6.8 -6.9
id60438 -2.5 38.3
id60439 0.1 -0.1
id60440 -2.1 38.1
id60441 -48.6 -37.7
id60442 -27.1 8.4
id60443 6.6 -6.9
id60444 -2.3 38.3
id60445 6.8 -6.9
id60446 -2.5 38.3
id60447 0.1 -0.1
id60448 -2.1 38.1
id60449 -48.6 -37.7
id60450 -27.1 8.4
id60451 6.6 -6.9
id60452 -2.3 38.3
id60453 6.8 -6.9
id60454 -2.5 38.3
id60455 0.1 -0.1
id60456 -2.1 38.1
id60457 -48.6 -37.7
id60458 -27.1 8.4
id60459 6.6 -6.9
id60460 -2.3 38.3
id60461 6.8 -6.9
id60462 -2.5 38.3
id60463 0.1 -0.1
id60464 -2.1 38.1
id60465 -48.6 -37.7
id60466 -27.1 8.4
id60467 6.6 -6.9
id60468 -2.3 38.3
id60469 6.8 -6.9
id60470 -2.5 38.3
id60471 0.1 -0.1
id60472 -2.1 38.1
id60473 -48.6 -37.7
id60474 -27.1 8.4
id60475 6.6 -6.9
id60476 -2.3 38.3
id60477 6.8 -6.9
id60478 -2.5 38.3
id60479 0.1 -0.1
id60480 -2.1 38.1
id60481 -48.6 -37.7
id60482 -27.1 8.4
id60483 6.6 -6.9
id60484 -2.3 38.3
id60485 6.8 -6.9
id60486 -2.5 38.3
id60487 0.1 -0.1
id60488 -2.1 38.1
id60489 -48.6 -37.7
id60490 -27.1 8.4
id60491 6.6 -6.9
id60492 -2.3 38.3
id60493 6.8 -6.9
id60494 -2.5 38.3
id60495 0.1 -0.1
id60496 -2.1 38.1
id60497 -48.6 -37.7
id60498 -27.1 8.4
id60499 6.6 -6.9
id60500 -2.3 38.3
id60501 6.8 -6.9
id60502 -2.5 38.3
id60503 0.1 -0.1
id60504 -2.1 38.1
id60505 -48.6 -37.7
id60506 -27.1 8.4
id60507 6.6 -6.9
id60508 -2.3 38.3
id60509 6.8 -6.9
id60510 -2.5 38.3
id60511 0.1 -0.1
id60512 -2.1 38.1
id60513 -48.6 -37.7
id60514 -27.1 8.4
id60515 6.6 -6.9
id60516 -2.3 38.3
id60517 6.8 -6.9
id60518 -2.5 38.3
id60519 0.1 -0.1
id60520 -2.1 38.1
id60521 -48.6 -37.7
id60522 -27.1 8.4
id60523 6.6 -6.9
id60524 -2.3 38.3
id60525 6.8 -6.9
id60526 -2.5 38.3
id60527 0.1 -0.1
id60528 -2.1 38.1
id60529 -48.6 -37.7
id60530 -27.1 8.4
id60531 6.6 -6.9
id60532 -2.3 38.3
id60533 6.8 -6.9
id60534 -2.5 38.3
id60535 0.1 -0.1
id60536 -2.1 38.1
id60537 -48.6 -37.7
id60538 -27.1 8.4
id60539 6.6 -6.9
id60540 -2.3 38.3
id60541 6.8 -6.9
id60542 -2.5 38.3
id60543 0.1 -0.1
id60544 -2.1 38.1
id60545 -48.6 -37.7
id60546 -27.1 8.4
id60547 6.6 -6.9
id60548 -2.3 38.3
id60549 6.8 -6.9
id60550 -2.5 38.3
id60551 0.1 -0.1
id60552 -2.1 38.1
id60553 -48.6 -37.7
id60554 -27.1 8.4
id60555 6.6 -6.9
id60556 -2.3 38.3
id60557 6.8 -6.9
id60558 -2.5 38.3
id60559 0.1 -0.1
id60560 -2.1 38.1
id60561 -48.6 -37.7
id60562 -27.1 8.4
id60563 6.6 -6.9
id60564 -2.3 38.3
id60565 6.8 -6.9
id60566 -2.5 38.3
id60567 0.1 -0.1
id60568 -2.1 38.1
id60569 -48.6 -37.7
id60570 -27.1 8.4
id60571 6.6 -6.9
id60572 -2.3 38.3
id60573 6.8 -6.9
id60574 -2.5 38.3
id60575 0.1 -0.1
id60576 -2.1 38.1
id60577 -48.6 -37.7
id60578 -27.1 8.4
id60579 6.6 -6.9
id60580 -2.3 38.3
id60581 6.8 -6.9
id60582 -2.5 38.3
id60583 0.1 -0.1
id60584 -2.1 38.1
id60585 -48.6 -37.7
id60586 -27.1 8.4
id60587 6.6 -6.9
id60588 -2.3 38.3
id60589 6.8 -6.9
id60590 -2.5 38.3
id60591 0.1 -0.1
id60592 -2.1 38.1
id60593 -48.6 -37.7
id60594 -27.1 8.4
id60595 6.6 -6.9
id60596 -2.3 38.3
id60597 6.8 -6.9
id60598 -2.5 38.3
id60599 0.1 -0.1
id60600 -2.1 38.1
id60601 -48.6 -37.7
id60602 -27.1 8.4
id60603 6.6 -6.9
id60604 -2.3 38.3
id60605 6.8 -6.9
id60606 -2.5 38.3
id60607 0.1 -0.1
id60608 -2.1 38.1
id60609 -48.6 -37.7
id60610 -27.1 8.4
id60611 6.6 -6.9
id60612 -2.3 38.3
id60613 6.8 -6.9
id60614 -2.5 38.3
id60615 0.1 -0.1
id60616 -2.1 38.1
id60617 -48.6 -37.7
id60618 -27.1 8.4
id60619 6.6 -6.9
id60620 -2.3 38.3
id60621 6.8 -6.9
id60622 -2.5 38.3
id60623 0.1 -0.1
id60624 -2.1 38.1
id60625 -48.6 -37.7
id60626 -27.1 8.4
id60627 6.6 -6.9
id60628 -2.3 38.3
id60629 6.8 -6.9
id60630 -2.5 38.3
id60631 0.1 -0.1
id60632 -2.1 38.1
id60633 -48.6 -37.7
id60634 -27.1 8.4
id60635 6.6 -6.9
id60636 -2.3 38.3
id60637 6.8 -6.9
id60638 -2.5 38.3
id60639 0.1 -0.1
id60640 -2.1 38.1
id60641 -48.6 -37.7
id60642 -27.1 8.4
id60643 6.6 -6.9
id60644 -2.3 38.3
id60645 6.8 -6.9
id60646 -2.5 38.3
id60647 0.1 -0.1
id60648 -2.1 38.1
id60649 -48.6 -37.7
id60650 -27.1 8.4
id60651 6.6 -6.9
id60652 -2.3 38.3
id60653 6.8 -6.9
id60654 -2.5 38.3
id60655 0.1 -0.1
id60656 -2.1 38.1
id60657 -48.6 -37.7
id60658 -27.1 8.4
id60659 6.6 -6.9
id60660 -2.3 38.3
id60661 6.8 -6.9
id60662 -2.5 38.3
id60663 0.1 -0.1
id60664 -2.1 38.1
id60665 -48.6 -37.7
id60666 -27.1 8.4
id60667 6.6 -6.9
id60668 -2.3 38.3
id60669 6.8 -6.9
id60670 -2.5 38.3
id60671 0.1 -0.1
id60672 -2.1 38.1
id60673 -48.6 -37.7
id60674 -27.1 8.4
id60675 6.6 -6.9
id60676 -2.3 38.3
id60677 6.8 -6.9
id60678 -2.5 38.3
id60679 0.1 -0.1
id60680 -2.1 38.1
id60681 -48.6 -37.7
id60682 -27.1 8.4
id60683 6.6 -6.9
id60684 -2.3 38.3
id60685 6.8 -6.9
id60686 -2.5 38.3
id60687 0.1 -0.1
id60688 -2.1 38.1
id60689 -48.6 -37.7
id60690 -27.1 8.4
id60691 6.6 -6.9
id60692 -2.3 38.3
id60693 6.8 -6.9
id60694 -2.5 38.3
id60695 0.1 -0.1
id60696 -2.1 38.1
id60697 -48.6 -37.7
id60698 -27.1 8.4
id60699 6.6 -6.9
id60700 -2.3 38.3
id60701 6.8 -6.9
id60702 -2.5 38.3
id60703 0.1 -0.1
id60704 -2.1 38.1
id60705 -48.6 -37.7
id60706 -27.1 8.4
id60707 6.6 -6.9
id60708 -2.3 38.3
id60709 6.8 -6.9
id60710 -2.5 38.3
id60711 0.1 -0.1
id60712 -2.1 38.1
id60713 -48.6 -37.7
id60714 -27.1 8.4
id60715 6.6 -6.9
id60716 -2.3 38.3
id60717 6.8 -6.9
id60718 -2.5 38.3
id60719 0.1 -0.1
id60720 -2.1 38.1
id60721 -48.6 -37.7
id60722 -27.1 8.4
id60723 6.6 -6.9
id60724 -2.3 38.3
id60725 6.8 -6.9
id60726 -2.5 38.3
id60727 0.1 -0.1
id60728 -2.1 38.1
id60729 -48.6 -37.7
id60730 -27.1 8.4
id60731 6.6 -6.9
id60732 -2.3 38.3
id60733 6.8 -6.9
id60734 -2.5 38.3
id60735 0.1 -0.1
id60736 -2.1 38.1
id60737 -48.6 -37.7
id60738 -27.1 8.4
id60739 6.6 -6.9
id60740 -2.3 38.3
id60741 6.8 -6.9
id60742 -2.5 38.3
id60743 0.1 -0.1
id60744 -2.1 38.1
id60745 -48.6 -37.7
id60746 -27.1 8.4
id60747 6.6 -6.9
id60748 -2.3 38.3
id60749 6.8 -6.9
id60750 -2.5 38.3
id60751 0.1 -0.1
id60752 -2.1 38.1
id60753 -48.6 -37.7
id60754 -27.1 8.4
id60755 6.6 -6.9
id60756 -2.3 38.3
id60757 6.8 -6.9
id60758 -2.5 38.3
id60759 0.1 -0.1
id60760 -2.1 38.1
id60761 -48.6 -37.7
id60762 -27.1 8.4
id60763 6.6 -6.9
id60764 -2.3 38.3
id60765 6.8 -6.9
id60766 -2.5 38.3
id60767 0.1 -0.1
id60768 -2.1 38.1
id60769 -48.6 -37.7
id60770 -27.1 8.4
id60771 6.6 -6.9
id60772 -2.3 38.3
id60773 6.8 -6.9
id60774 -2.5 38.3
id60775 0.1 -0.1
id60776 -2.1 38.1
id60777 -48.6 -37.7
id60778 -27.1 8.4
id60779 6.6 -6.9
id60780 -2.3 38.3
id60781 6.8 -6.9
id60782 -2.5 38.3
id60783 0.1 -0.1
id60784 -2.1 38.1
id60785 -48.6 -37.7
id60786 -27.1 8.4
id60787 6.6 -6.9
id60788 -2.3 38.3
id60789 6.8 -6.9
id60790 -2.5 38.3
id60791 0.1 -0.1
id60792 -2.1 38.1
id60793 -48.6 -37.7
id60794 -27.1 8.4
id60795 6.6 -6.9
id60796 -2.3 38.3
id60797 6.8 -6.9
id60798 -2.5 38.3
id60799 0.1 -0.1
id60800 -2.1 38.1
id60801 -48.6 -37.7
id60802 -27.1 8.4
id60803 6.6 -6.9
id60804 -2.3 38.3
id60805 6.8 -6.9
id60806 -2.5 38.3
id60807 0.1 -0.1
id60808 -2.1 38.1
id60809 -48.6 -37.7
id60810 -27.1 8.4
id60811 6.6 -6.9
id60812 -2.3 38.3
id60813 6.8 -6.9
id60814 -2.5 38.3
id60815 0.1 -0.1
id60816 -2.1 38.1
id60817 -48.6 -37.7
id60818 -27.1 8.4
id60819 6.6 -6.9
id60820 -2.3 38.3
id60821 6.8 -6.9
id60822 -2.5 38.3
id60823 0.1 -0.1
id60824 -2.1 38.1
id60825 -48.6 -37.7
id60826 -27.1 8.4
id60827 6.6 -6.9
id60828 -2.3 38.3
id60829 6.8 -6.9
id60830 -2.5 38.3
id60831 0.1 -0.1
id60832 -2.1 38.1
id60833 -48.6 -37.7
id60834 -27.1 8.4
id60835 6.6 -6.9
id60836 -2.3 38.3
id60837 6.8 -6.9
id60838 -2.5 38.3
id60839 0.1 -0.1
id60840 -2.1 38.1
id60841 -48.6 -37.7
id60842 -27.1 8.4
id60843 6.6 -6.9
id60844 -2.3 38.3
id60845 6.8 -6.9
id60846 -2.5 38.3
id60847 0.1 -0.1
id60848 -2.1 38.1
id60849 -48.6 -37.7
id60850 -27.1 8.4
id60851 6.6 -6.9
id60852 -2.3 38.3
id60853 6.8 -6.9
id60854 -2.5 38.3
id60855 0.1 -0.1
id60856 -2.1 38.1
id60857 -48.6 -37.7
id60858 -27.1 8.4
id60859 6.6 -6.9
id60860 -2.3 38.3
id60861 6.8 -6.9
id60862 -2.5 38.3
id60863 0.1 -0.1
id60864 -2.1 38.1
id60865 -48.6 -37.7
id60866 -27.1 8.4
id60867 6.6 -6.9
id60868 -2.3 38.3
id60869 6.8 -6.9
id60870 -2.5 38.3
id60871 0.1 -0.1
id60872 -2.1 38.1
id60873 -48.6 -37.7
id60874 -27.1 8.4
id60875 6.6 -6.9
id60876 -2.3 38.3
id60877 6.8 -6.9
id60878 -2.5 38.3
id60879 0.1 -0.1
id60880 -2.1 38.1
id60881 -48.6 -37.7
id60882 -27.1 8.4
id60883 6.6 -6.9
id60884 -2.3 38.3
id60885 6.8 -6.9
id60886 -2.5 38.3
id60887 0.1 -0.1
id60888 -2.1 38.1
id60889 -48.6 -37.7
id60890 -27.1 8.4
id60891 6.6 -6.9
id60892 -2.3 38.3
id60893 6.8 -6.9
id60894 -2.5 38.3
id60895 0.1 -0.1
id60896 -2.1 38.1
id60897 -48.6 -37.7
id60898 -27.1 8.4
id60899 6.6 -6.9
id60900 -2.3 38.3
id60901 6.8 -6.9
id60902 -2.5 38.3
id60903 0.1 -0.1
id60904 -2.1 38.1
id60905 -48.6 -37.7
id60906 -27.1 8.4
id60907 6.6 -6.9
id60908 -2.3 38.3
id60909 6.8 -6.9
id60910 -2.5 38.3
id60911 0.1 -0.1
id60912 -2.1 38.1
id60913 -48.6 -37.7
id60914 -27.1 8.4
id60915 6.6 -6.9
id60916 -2.3 38.3
id60917 6.8 -6.9
id60918 -2.5 38.3
id60919 0.1 -0.1
id60920 -2.1 38.1
id60921 -48.6 -37.7
id60922 -27.1 8.4
id60923 6.6 -6.9
id60924 -2.3 38.3
id60925 6.8 -6.9
id60926 -2.5 38.3
id60927 0.1 -0.1
id60928 -2.1 38.1
id60929 -48.6 -37.7
id60930 -27.1 8.4
id60931 6.6 -6.9
id60932 -2.3 38.3
id60933 6.8 -6.9
id60934 -2.5 38.3
id60935 0.1 -0.1
id60936 -2.1 38.1
id60937 -48.6 -37.7
id60938 -27.1 8.4
id60939 6.6 -6.9
id60940 -2.3 38.3
id60941 6.8 -6.9
id60942 -2.5 38.3
id60943 0.1 -0.1
id60944 -2.1 38.1
id60945 -48.6 -37.7
id60946 -27.1 8.4
id60947 6.6 -6.9
id60948 -2.3 38.3
id60949 6.8 -6.9
id60950 -2.5 38.3
id60951 0.1 -0.1
id60952 -2.1 38.1
id60953 -48.6 -37.7
id60954 -27.1 8.4
id60955 6.6 -6.9
id60956 -2.3 38.3
id60957 6.8 -6.9
id60958 -2.5 38.3
id60959 0.1 -0.1
id60960 -2.1 38.1
id60961 -48.6 -37.7
